datasheet_id|line|wargear_id|cost|is_index_wargear|model|is_upgrade|
000000001|1|000000030|0|false||Нет|
000000001|2|000000014|0|false||Нет|
000000001|3|000000015|0|false||Нет|
000000001|4|000000020|0|false||Нет|
000000001|5|000000069|5|false||Нет|
000000001|6|000000046|0|false||Нет|
000000001|7|000000060|10|false||Нет|
000000001|8|000000034|0|false||Нет|
000000002|1|000000002|0|false||Нет|
000000002|2|000003505|0|false||Нет|
000000003|1|000000007|0|false||Нет|
000000003|2|000000046|0|false||Нет|
000000003|3|000000055|0|false||Нет|
000000003|4|000000060|0|false||Нет|
000000004|1|000000067|0|false||Нет|
000000005|1|000000030|0|false||Нет|
000000005|2|000000048|0|false||Нет|
000000005|3|000000055|10|false||Нет|
000000005|4|000000034|0|false||Нет|
000000006|1|000000014|0|false||Нет|
000000006|2|000000015|0|false||Нет|
000000006|3|000000017|0|false||Нет|
000000006|4|000000020|0|false||Нет|
000000006|5|000000040|10|false||Нет|
000000006|6|000000055|5|false||Нет|
000000006|7|000000060|0|false||Нет|
000000007|1|000000007|0|false||Нет|
000000007|2|000000026|0|false||Нет|
000000007|3|000000030|0|false||Нет|
000000007|4|000000048|0|false||Нет|
000000007|5|000000055|10|false||Нет|
000000007|6|000000034|0|false||Нет|
000000008|1|000002723|0|false||Нет|
000000008|2|000002724|0|false||Нет|
000000008|3|000000034|0|false||Нет|
000000009|1|000000030|0|false||Нет|
000000009|2|000000024|0|false||Нет|
000000009|3|000000048|0|false||Нет|
000000009|4|000000034|0|false||Нет|
000000010|1|000002137|0|false||Нет|
000000010|2|000000030|0|false||Нет|
000000010|3|000000048|0|false||Нет|
000000010|4|000000065|0|false||Нет|
000000011|1|000000059|0|false||Нет|
000000011|2|000000034|0|false||Нет|
000000012|1|000000019|0|false||Нет|
000000012|2|000000048|0|false||Нет|
000000012|3|000000055|10|false||Нет|
000000013|1|000000060|0|false||Нет|
000000013|2|000000064|0|false||Нет|
000000014|1|000000007|0|false||Нет|
000000014|2|000000055|10|false||Нет|
000000014|3|000000060|0|false||Нет|
000000014|4|000000064|0|false||Нет|
000000015|1|000000030|0|false||Нет|
000000015|2|000000060|0|false||Нет|
000000015|3|000000064|0|false||Нет|
000000016|1|000000030|0|false||Нет|
000000016|2|000000002|5|false||Нет|
000000016|3|000000014|10|false||Нет|
000000016|4|000000015|10|false||Нет|
000000016|5|000000025|10|false||Нет|
000000016|6|000000027|0|false||Нет|
000000016|7|000000046|5|false||Нет|
000000016|8|000000048|0|false||Нет|
000000016|9|000000055|10|false||Нет|
000000016|10|000000060|10|false||Нет|
000000016|11|000000061|5|false||Нет|
000000016|12|000000034|0|false||Нет|
000000017|1|000000011|0|false||Нет|
000000018|1|000000030|0|false||Нет|
000000018|2|000000051|0|false||Нет|
000000018|3|000000053|0|false||Нет|
000000019|1|000000002|0|false||Нет|
000000019|2|000003515|0|false||Нет|
000000019|3|000000017|5|false||Нет|
000000019|4|000000025|5|false||Нет|
000000020|1|000000022|0|false||Нет|
000000020|2|000000025|0|false||Нет|
000000020|3|000000063|0|false||Нет|
000000021|1|000000030|0|false||Нет|
000000021|2|000000014|10|false||Нет|
000000021|3|000000015|10|false||Нет|
000000021|4|000000046|3|false||Нет|
000000021|5|000000048|0|false||Нет|
000000021|6|000000055|10|false||Нет|
000000021|7|000000060|8|false||Нет|
000000021|8|000000061|5|false||Нет|
000000021|9|000000034|0|false||Нет|
000000022|1|000000020|0|false||Нет|
000000022|2|000000066|0|false||Нет|
000000022|3|000000034|0|false||Нет|
000000024|1|000000014|5|false||Нет|
000000024|2|000000015|10|false||Нет|
000000024|3|000000020|0|false||Нет|
000000024|4|000000055|5|false||Нет|
000000024|5|000000060|0|false||Нет|
